Date,Open,High,Low,Close,Adj Close,Volume
2017-11-21,70.889999,71.099998,70.879997,71.059998,62.715912,872300
2017-11-22,71.150002,71.239998,71.010002,71.150002,62.795341,1325800
2017-11-24,71.349998,71.419998,71.330002,71.349998,62.971870,700600
2017-11-27,71.309998,71.330002,71.070000,71.089996,62.742397,1098100
2017-11-28,71.320000,71.660004,71.209999,71.650002,63.236629,1015900
2017-11-29,71.660004,71.709999,71.260002,71.379997,62.998337,1623800
2017-11-30,71.669998,71.889999,71.540001,71.720001,63.298420,7719200
2017-12-01,71.610001,71.660004,70.800003,71.540001,63.139557,6765100
2017-12-04,71.879997,72.029999,71.360001,71.360001,62.980690,2408800
2017-12-05,71.879997,71.879997,71.110001,71.150002,62.795341,2596600
2017-12-06,71.010002,71.120003,70.900002,71.010002,62.671803,1169700
2017-12-07,70.940002,71.309998,70.910004,71.199997,62.839474,1864700
2017-12-08,71.580002,71.620003,71.410004,71.610001,63.201336,1167700
2017-12-11,71.660004,71.889999,71.660004,71.879997,63.439640,5803300
2017-12-12,71.790001,71.970001,71.750000,71.879997,63.439640,1731000
2017-12-13,72.040001,72.220001,71.989998,72.050003,63.589676,1855700
2017-12-14,72.070000,72.099998,71.669998,71.680000,63.263115,2458400
2017-12-15,71.879997,72.120003,71.790001,71.970001,63.519073,1700700
2017-12-18,72.540001,72.760002,72.540001,72.629997,64.101547,2077200
2017-12-19,72.029999,72.029999,71.690002,71.730003,63.895798,1458300
2017-12-20,71.980003,71.980003,71.599998,71.680000,63.851246,2557600
2017-12-21,71.830002,72.099998,71.800003,71.919998,64.065041,2240200
2017-12-22,71.970001,72.019997,71.839996,72.000000,64.136307,1107500
2017-12-26,72.010002,72.010002,71.820000,71.919998,64.065041,4644200
2017-12-27,72.040001,72.099998,71.919998,72.000000,64.136307,3342100
2017-12-28,72.300003,72.300003,72.099998,72.160004,64.278831,1402700
2017-12-29,72.389999,72.440002,72.050003,72.089996,64.216469,1104400
2018-01-02,72.510002,72.769997,72.330002,72.769997,64.822205,2086500
2018-01-03,72.860001,73.209999,72.849998,73.139999,65.151794,3217400
2018-01-04,73.570000,73.790001,73.540001,73.650002,65.606087,2044200
2018-01-05,73.930000,74.180000,73.790001,74.129997,66.033676,1595400
2018-01-08,74.120003,74.250000,74.029999,74.199997,66.096008,1507800
2018-01-09,74.320000,74.440002,74.150002,74.290001,66.176178,1268200
2018-01-10,74.129997,74.260002,73.980003,74.120003,66.024757,1193300
2018-01-11,74.269997,74.639999,74.269997,74.629997,66.479057,1258800
2018-01-12,74.779999,75.250000,74.760002,75.199997,66.986809,1382000
2018-01-16,75.629997,75.720001,74.910004,75.070000,66.870995,2941000
2018-01-17,75.339996,75.809998,75.150002,75.660004,67.396568,2516000
2018-01-18,75.629997,75.720001,75.430000,75.559998,67.307480,4191900
2018-01-19,75.800003,75.940002,75.629997,75.919998,67.628166,1318800
2018-01-22,75.919998,76.470001,75.919998,76.470001,68.118088,1120900
2018-01-23,76.500000,76.720001,76.410004,76.709999,68.331886,1329200
2018-01-24,77.000000,77.129997,76.449997,76.779999,68.394234,1696000
2018-01-25,77.029999,77.070000,76.550003,76.709999,68.331886,2584800
2018-01-26,77.050003,77.540001,76.949997,77.540001,69.071228,1264300
2018-01-29,77.120003,77.199997,76.830002,76.870003,68.474411,1684500
2018-01-30,76.419998,76.510002,76.010002,76.120003,67.806343,2366700
2018-01-31,76.470001,76.559998,75.910004,76.199997,67.877594,2062100
2018-02-01,75.959999,76.410004,75.910004,76.150002,67.833046,3227600
2018-02-02,75.500000,75.589996,74.459999,74.489998,66.354340,7605600
2018-02-05,73.779999,74.379997,71.349998,71.529999,63.717625,11025900
2018-02-06,70.910004,73.150002,70.550003,73.050003,65.071625,12874700
2018-02-07,72.480003,73.360001,72.199997,72.199997,64.314453,7564700
2018-02-08,72.360001,72.360001,69.830002,69.830002,62.203316,6235400
2018-02-09,70.480003,71.059998,68.519997,70.639999,62.924850,8534600
2018-02-12,71.169998,71.989998,70.809998,71.620003,63.797813,3611200
2018-02-13,71.360001,71.870003,71.209999,71.750000,63.913605,1918000
2018-02-14,71.300003,73.000000,71.300003,72.970001,65.000359,2926300
2018-02-15,73.500000,73.790001,72.809998,73.790001,65.730804,3154100
2018-02-16,73.580002,74.360001,73.580002,73.870003,65.802071,2834200
2018-02-20,73.290001,73.750000,73.010002,73.250000,65.249771,1669700
2018-02-21,73.440002,74.120003,72.919998,72.930000,64.964737,1340900
2018-02-22,73.160004,73.690002,72.949997,73.080002,65.098351,1917500
2018-02-23,73.519997,74.010002,73.370003,73.989998,65.908951,7204000
2018-02-26,74.309998,74.790001,74.089996,74.779999,66.612679,1966200
2018-02-27,74.489998,74.690002,73.639999,73.639999,65.597168,1935800
2018-02-28,73.900002,73.919998,72.790001,72.790001,64.840034,1634100
2018-03-01,72.709999,73.080002,71.400002,71.879997,64.029411,6922700
2018-03-02,71.410004,72.320000,71.160004,72.209999,64.323364,2206600
2018-03-05,71.800003,72.910004,71.709999,72.779999,64.831108,1765600
2018-03-06,73.260002,73.300003,72.790001,73.160004,65.169617,1507900
2018-03-07,72.650002,73.169998,72.480003,73.110001,65.125069,1446000
2018-03-08,73.320000,73.400002,72.989998,73.379997,65.365585,1305800
2018-03-09,73.680000,74.339996,73.599998,74.330002,66.211823,799300
2018-03-12,74.400002,74.599998,74.199997,74.360001,66.238564,2316500
2018-03-13,74.660004,74.760002,73.690002,73.860001,65.793152,1172700
2018-03-14,74.330002,74.330002,73.570000,73.709999,65.659538,1010500
2018-03-15,73.860001,74.070000,73.540001,73.680000,65.632820,3228800
2018-03-16,73.690002,73.900002,73.629997,73.650002,65.606087,1073900
2018-03-19,73.410004,73.410004,72.389999,72.870003,64.911293,2320600
2018-03-20,72.940002,73.139999,72.839996,72.970001,65.000359,1032500
2018-03-21,72.970001,73.559998,72.870003,73.040001,65.062706,1674100
2018-03-22,72.279999,72.449997,71.269997,71.309998,63.521671,3784500
2018-03-23,71.419998,71.610001,70.050003,70.089996,62.434895,1654800
2018-03-26,71.180000,71.809998,70.489998,71.730003,63.895798,3064200
2018-03-27,72.019997,72.139999,70.400002,70.699997,62.978279,2931100
2018-03-28,70.889999,71.330002,70.419998,70.750000,63.022831,3097300
2018-03-29,71.089996,72.010002,70.970001,71.699997,63.869072,3126800
2018-04-02,71.389999,71.529999,69.669998,70.260002,62.586353,3336500
2018-04-03,70.739998,71.080002,70.220001,71.010002,63.254444,4289400
2018-04-04,69.919998,71.599998,69.830002,71.510002,63.699814,2327400
2018-04-05,71.790001,72.230003,71.739998,72.019997,64.154121,1838000
2018-04-06,71.610001,71.949997,70.440002,70.820000,63.085186,2829000
2018-04-09,71.379997,72.010002,71.150002,71.190002,63.414776,1103200
2018-04-10,72.040001,72.459999,71.820000,72.300003,64.403542,2217900
2018-04-11,71.910004,72.419998,71.910004,71.980003,64.118484,1176700
2018-04-12,72.250000,72.610001,72.190002,72.379997,64.474800,903000
2018-04-13,72.660004,72.730003,71.980003,72.220001,64.332275,1387300
2018-04-16,72.459999,72.699997,72.320000,72.570000,64.644051,1998600
2018-04-17,72.830002,73.300003,72.769997,73.099998,65.116158,865600
2018-04-18,73.370003,73.529999,73.190002,73.339996,65.329948,1449400
2018-04-19,73.239998,73.300003,72.750000,73.029999,65.053825,2655800
2018-04-20,72.910004,72.910004,72.260002,72.459999,64.546074,1393100
2018-04-23,72.470001,72.620003,72.099998,72.360001,64.456978,1485700
2018-04-24,72.610001,72.690002,71.339996,71.669998,63.842335,2147300
2018-04-25,71.559998,71.779999,71.099998,71.680000,63.851246,1268500
2018-04-26,71.980003,72.449997,71.889999,72.260002,64.367897,2000200
2018-04-27,72.449997,72.510002,72.120003,72.410004,64.501526,715700
2018-04-30,72.519997,72.660004,71.970001,71.989998,64.127396,2476500
2018-05-01,71.889999,71.940002,71.360001,71.910004,64.056137,2009500
2018-05-02,72.080002,72.220001,71.519997,71.610001,63.788902,1076500
2018-05-03,71.440002,71.790001,70.739998,71.620003,63.797813,3695400
2018-05-04,71.180000,72.410004,71.150002,72.220001,64.332275,1295400
2018-05-07,72.269997,72.550003,72.160004,72.339996,64.439156,1525700
2018-05-08,72.220001,72.389999,72.010002,72.370003,64.465897,1379300
2018-05-09,72.459999,72.900002,72.379997,72.790001,64.840034,1380200
2018-05-10,73.080002,73.599998,73.080002,73.529999,65.499176,1432300
2018-05-11,73.669998,73.820000,73.510002,73.690002,65.641739,1153400
2018-05-14,73.879997,74.099998,73.709999,73.800003,65.739723,1010400
2018-05-15,73.269997,73.309998,72.930000,73.160004,65.169617,1918900
2018-05-16,73.279999,73.599998,73.239998,73.489998,65.463570,800100
2018-05-17,73.349998,73.650002,73.199997,73.400002,65.383400,834200
2018-05-18,73.220001,73.269997,73.050003,73.150002,65.160706,1103900
2018-05-21,73.529999,73.730003,73.470001,73.620003,65.579369,1113500
2018-05-22,73.769997,73.910004,73.459999,73.540001,65.508110,1004600
2018-05-23,72.940002,73.389999,72.830002,73.389999,65.374481,1499400
2018-05-24,73.180000,73.290001,72.639999,73.120003,65.133995,1613500
2018-05-25,72.900002,73.050003,72.790001,72.910004,64.946915,1009100
2018-05-29,72.260002,72.379997,71.470001,71.800003,63.958149,2512500
2018-05-30,72.180000,72.790001,72.110001,72.739998,64.795479,2082800
2018-05-31,72.570000,72.610001,72.169998,72.330002,64.430267,2328100
2018-06-01,72.820000,73.099998,72.730003,73.080002,65.098351,2917200
2018-06-04,73.430000,73.589996,73.349998,73.510002,65.481369,2303500
2018-06-05,73.470001,73.529999,73.199997,73.430000,65.410110,3769900
2018-06-06,73.680000,74.129997,73.519997,74.129997,66.033676,3887300
2018-06-07,74.190002,74.209999,73.599998,73.800003,65.739723,1508700
2018-06-08,73.650002,74.010002,73.559998,73.949997,65.873329,1019100
2018-06-11,74.080002,74.349998,74.050003,74.190002,66.087120,1544500
